,PC1,PC2,labels,Player,Rk_x,Pos_x,Age_x,Tm_x,G_x,MP_x,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Tm_y,G_y,Rk_y,Pos_y,Age_y,GS,MP_y,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1034,-1.3306183002919456,-0.6280978002226373,4,Tim Hardaway Jr.,205.0,SG,26.0,DAL,19.0,558.0,11.6,0.514,0.524,0.161,1.4,10.3,5.9,10.9,1.0,0.3,7.7,23.9,,0.0,0.4,0.4,0.03,,-1.2,-2.0,-3.2,-0.2,DAL,63,191,SG,27,50,1815,6.9,15.7,0.437,3.7,9.0,0.40700000000000003,3.2,6.7,0.478,2.4,3.0,0.801,0.5,3.5,3.9,2.5,0.8,0.1,1.2,2.1,19.8
1035,-1.0359225504579441,-0.039255646894711185,4,Timothé Luwawu-Cabarrot,316.0,SF,23.0,TOT,50.0,669.0,8.0,0.489,0.532,0.188,1.7,14.1,7.8,5.5,1.4,1.0,8.2,16.6,,-0.3,0.5,0.2,0.015,,-4.1,-1.1,-5.2,-0.5,BRK,39,298,SG,24,0,671,4.2,10.3,0.406,2.1,5.8,0.358,2.1,4.5,0.47,2.8,3.3,0.839,1.3,3.6,4.9,1.3,0.8,0.3,1.7,4.3,13.3
1036,-1.0359225504579441,-0.039255646894711185,4,Timothé Luwawu-Cabarrot,316.0,SF,23.0,CHI,29.0,546.0,9.0,0.515,0.537,0.2,1.4,14.5,7.9,5.8,1.3,1.1,7.8,16.5,,0.0,0.3,0.3,0.026000000000000002,,-3.4,-1.3,-4.7,-0.4,BRK,39,298,SG,24,0,671,4.2,10.3,0.406,2.1,5.8,0.358,2.1,4.5,0.47,2.8,3.3,0.839,1.3,3.6,4.9,1.3,0.8,0.3,1.7,4.3,13.3
1037,-0.7588596207458926,-1.180560950092145,0,Tobias Harris,212.0,PF,26.0,TOT,82.0,2847.0,17.2,0.5920000000000001,0.313,0.245,2.6,20.8,12.0,12.5,0.8,1.0,9.8,22.8,,4.5,2.6,7.1,0.12,,2.1,-0.5,1.6,2.6,PHI,65,198,PF,27,65,2243,7.9,16.8,0.472,1.9,5.2,0.36200000000000004,6.1,11.6,0.521,2.5,3.1,0.806,0.9,6.2,7.1,3.3,0.8,0.6,1.6,2.4,20.2
1038,-0.7588596207458926,-1.180560950092145,0,Tobias Harris,212.0,PF,26.0,LAC,55.0,1903.0,18.2,0.605,0.302,0.256,2.1,21.3,12.0,12.5,1.0,1.0,10.3,23.5,,3.2,1.8,5.0,0.127,,2.7,-0.2,2.4,2.1,PHI,65,198,PF,27,65,2243,7.9,16.8,0.472,1.9,5.2,0.36200000000000004,6.1,11.6,0.521,2.5,3.1,0.806,0.9,6.2,7.1,3.3,0.8,0.6,1.6,2.4,20.2
1039,-0.7588596207458926,-1.180560950092145,0,Tobias Harris,212.0,PF,26.0,PHI,27.0,944.0,15.3,0.562,0.33799999999999997,0.221,3.7,19.7,11.9,12.6,0.6,1.1,8.8,21.3,,1.2,0.9,2.1,0.105,,0.9,-1.0,-0.1,0.5,PHI,65,198,PF,27,65,2243,7.9,16.8,0.472,1.9,5.2,0.36200000000000004,6.1,11.6,0.521,2.5,3.1,0.806,0.9,6.2,7.1,3.3,0.8,0.6,1.6,2.4,20.2
1040,-2.109655081529742,-0.6877171537985058,4,Tomáš Satoranský,438.0,PG,27.0,WAS,80.0,2164.0,14.1,0.59,0.306,0.302,4.0,10.0,7.0,24.6,1.8,0.5,16.7,14.1,,3.8,0.9,4.7,0.10400000000000001,,-0.4,-0.3,-0.7,0.7,CHI,65,428,PG,28,64,1878,4.5,10.6,0.43,1.2,3.8,0.322,3.3,6.7,0.491,2.0,2.3,0.876,1.5,3.4,4.9,6.8,1.5,0.1,2.5,2.6,12.3
1041,1.1321679867051877,-3.6075741461296467,6,Tony Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTA,50,58,C,22,2,535,6.9,10.4,0.665,0.1,0.1,1.0,6.9,10.4,0.662,1.7,2.7,0.65,6.1,8.5,14.5,1.1,0.8,1.7,1.5,6.6,15.7
1042,-2.7290937605683103,-0.9967251021309473,4,Tony Snell,458.0,SF,27.0,MIL,74.0,1304.0,10.7,0.585,0.565,0.11599999999999999,2.4,9.4,6.1,6.7,0.9,1.2,5.7,12.9,,1.6,1.6,3.2,0.11699999999999999,,-1.0,0.3,-0.7,0.4,DET,59,446,SF,28,57,1641,3.7,8.4,0.445,2.2,5.6,0.402,1.5,2.8,0.531,0.7,0.7,1.0,0.2,2.2,2.4,2.8,0.7,0.3,0.7,2.2,10.4
1043,1.0918824061082277,-0.9290035140376539,7,Torrey Craig,118.0,SF,28.0,DEN,75.0,1503.0,10.4,0.547,0.519,0.193,6.4,12.6,9.5,6.3,1.2,2.7,10.1,12.4,,1.4,1.7,3.0,0.096,,-2.0,0.2,-1.9,0.0,DEN,50,112,SF,29,19,869,4.0,8.6,0.462,1.5,4.5,0.33,2.5,4.1,0.606,0.8,1.3,0.645,2.0,4.5,6.5,1.4,0.7,1.3,0.9,4.6,10.3
